"Election_Type","State_Name","Assembly_No","Constituency_No","Year","month","Poll_No","DelimID","Position","Candidate","Sex","Party","Votes","Candidate_Type","Valid_Votes","Electors","Constituency_Name","Constituency_Type","Sub_Region","N_Cand","Turnout_Percentage","Vote_Share_Percentage","Deposit_Lost","Margin","Margin_Percentage","ENOP","pid","Party_Type_TCPD","Party_ID","last_poll","Contested","Last_Party","Last_Party_ID","Last_Constituency_Name","Same_Constituency","Same_Party","No_Terms","Turncoat","Incumbent","Recontest","Age","District_Name","PC_Name","PC_No","CandID","MyNeta_education","TCPD_Prof_Main","TCPD_Prof_Main_Desc","TCPD_Prof_Second","TCPD_Prof_Second_Desc"
"AE","Delhi","10","1","2015","2","0","4","1","SHARAD KUMAR","M","AAAP","96143","GEN","160316","241032","NERELA","GEN","NORTH WEST DELHI","8","66.51","59.97","no","40292","25.13","2.08","AEDL101587","State-based Party","13","TRUE","2","BSP","16651","NERELA","TRUE","FALSE","1","TRUE","FALSE","FALSE","40","NORTH WEST DELHI","","","","","","","",""
"AE","Delhi","10","1","2015","2","0","4","2","NEEL DAMAN KHATRI","M","BJP","55851","GEN","160316","241032","NERELA","GEN","NORTH WEST DELHI","8","66.51","34.84","no","51208","31.94","2.08","AEDL100776","National Party","1605","TRUE","2","BJP","1605","NERELA","TRUE","TRUE","1","FALSE","TRUE","TRUE","44","NORTH WEST DELHI","","","","10th Pass","Business","","",""
"AE","Delhi","10","1","2015","2","0","4","3","PRAVEEN KUMAR BHUGRA","M","INC","4643","GEN","160316","241032","NERELA","GEN","NORTH WEST DELHI","8","66.51","2.9","yes","2981","1.86","2.08","AEDL100099","National Party","3482","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","46","NORTH WEST DELHI","","","","8th Pass","Business","","Social Work",""
"AE","Delhi","10","1","2015","2","0","4","4","ROOPESH BHARDWAJ","M","BSP","1662","GEN","160316","241032","NERELA","GEN","NORTH WEST DELHI","8","66.51","1.04","yes","895","0.56","2.08","AEDL100100","State-based Party (Other State)","16651","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","40","NORTH WEST DELHI","","","","10th Pass","Business","Trader","Liberal Profession or Professional","Consultant"
"AE","Delhi","10","1","2015","2","0","4","5","None of the Above","","NOTA","767","","160316","241032","NERELA","GEN","NORTH WEST DELHI","8","66.51","0.48","yes","289","0.18","2.08","","NOTA","5897","TRUE","","","5897","","","","","","FALSE","FALSE","","NORTH WEST DELHI","","","","","","","",""
"AE","Delhi","10","1","2015","2","0","4","6","BRIJ MOHAN","M","SHS","478","GEN","160316","241032","NERELA","GEN","NORTH WEST DELHI","8","66.51","0.3","yes","115","0.07","2.08","AEDL100101","State-based Party (Other State)","18691","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","37","NORTH WEST DELHI","","","","8th Pass","Small Business or Self-employed","Self-employed","",""
"AE","Delhi","10","1","2015","2","0","4","7","SURENDER","M","CPI(ML)(L)","363","GEN","160316","241032","NERELA","GEN","NORTH WEST DELHI","8","66.51","0.23","yes","145","0.09","2.08","AEDL100102","Local Party","2472","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","48","NORTH WEST DELHI","","","","","","","",""
"AE","Delhi","10","1","2015","2","0","4","8","MANOJ KUMAR","M","IND","218","GEN","160316","241032","NERELA","GEN","NORTH WEST DELHI","8","66.51","0.14","yes","27","0.02","2.08","AEDL100103","Independents","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","42","NORTH WEST DELHI","","","","12th Pass","Salaried Work or Employed","","",""
"AE","Delhi","10","1","2015","2","0","4","9","AJAY MUDGIL","M","IND","191","GEN","160316","241032","NERELA","GEN","NORTH WEST DELHI","8","66.51","0.12","yes","0","0","2.08","AEDL100782","Independents","10809","TRUE","2","IND","10809","NERELA","TRUE","TRUE","0","FALSE","FALSE","TRUE","30","NORTH WEST DELHI","","","","Post Graduate","Business","","",""
"AE","Delhi","10","2","2015","2","0","4","1","SANJEEV JHA","M","AAAP","124724","GEN","195427","288420","BURARI","GEN","NORTH EAST DELHI","18","67.76","63.82","no","67950","34.77","2.04","AEDL100790","State-based Party","13","TRUE","2","AAAP","13","BURARI","TRUE","TRUE","2","FALSE","TRUE","TRUE","35","NORTH EAST DELHI","","","","","","","",""
"AE","Delhi","10","2","2015","2","0","4","2","GOPAL JHA","M","BJP","56774","GEN","195427","288420","BURARI","GEN","NORTH EAST DELHI","18","67.76","29.05","no","50024","25.6","2.04","AEDL100106","National Party","1605","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","46","NORTH EAST DELHI","","","","Post Graduate","Education","Home Teacher or Tuition","Social Work",""
"AE","Delhi","10","2","2015","2","0","4","3","J S CHAUHAN","M","INC","6750","GEN","195427","288420","BURARI","GEN","NORTH EAST DELHI","18","67.76","3.45","yes","4407","2.26","2.04","AEDL103986","National Party","3482","TRUE","3","INC","3482","BHALSWA JAHANGIRPUR","FALSE","TRUE","2","FALSE","FALSE","FALSE","66","NORTH EAST DELHI","","","","Graduate Professional","Liberal Profession or Professional","Lawyer","",""
"AE","Delhi","10","2","2015","2","0","4","4","RAMBIR","M","BSP","2343","SC","195427","288420","BURARI","GEN","NORTH EAST DELHI","18","67.76","1.2","yes","1413","0.72","2.04","AEDL100108","State-based Party (Other State)","16651","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","42","NORTH EAST DELHI","","","","Graduate Professional","Liberal Profession or Professional","Lawyer","",""
"AE","Delhi","10","2","2015","2","0","4","5","MANAGER CHAURASIYA","M","SUCI","930","GEN","195427","288420","BURARI","GEN","NORTH EAST DELHI","18","67.76","0.48","yes","369","0.19","2.04","AEDL100802","State-based Party (Other State)","8082","TRUE","2","SUCI","8082","BURARI","TRUE","TRUE","0","FALSE","FALSE","TRUE","45","NORTH EAST DELHI","","","","12th Pass","Social Work","","",""
"AE","Delhi","10","2","2015","2","0","4","6","DHARAM PAL SINGH","M","SHS","561","GEN","195427","288420","BURARI","GEN","NORTH EAST DELHI","18","67.76","0.29","yes","21","0.01","2.04","AEDL100110","State-based Party (Other State)","18691","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","49","NORTH EAST DELHI","","","","Illiterate","Business","Unspecified","",""
"AE","Delhi","10","2","2015","2","0","4","7","KHADAK LAL","M","IND","540","GEN","195427","288420","BURARI","GEN","NORTH EAST DELHI","18","67.76","0.28","yes","8","0","2.04","AEDL100111","Independents","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","63","NORTH EAST DELHI","","","","8th Pass","Small Business or Self-employed","Shop Keeper","",""
"AE","Delhi","10","2","2015","2","0","4","8","RICHA MUNDRA","F","SASAPT","532","GEN","195427","288420","BURARI","GEN","NORTH EAST DELHI","18","67.76","0.27","yes","97","0.05","2.04","AEDL100112","Local Party","7603","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","37","NORTH EAST DELHI","","","","Post Graduate","Education","Principal or Administrator","",""
"AE","Delhi","10","2","2015","2","0","4","9","NAFE SINGH RAJPUT","M","IND","435","GEN","195427","288420","BURARI","GEN","NORTH EAST DELHI","18","67.76","0.22","yes","22","0.01","2.04","AEDL103149","Independents","10809","TRUE","3","IND","10809","BURARI","TRUE","TRUE","0","FALSE","FALSE","TRUE","41","NORTH EAST DELHI","","","","12th Pass","Salaried Work or Employed","Accountant","",""
"AE","Delhi","10","2","2015","2","0","4","10","None of the Above","","NOTA","413","","195427","288420","BURARI","GEN","NORTH EAST DELHI","18","67.76","0.21","yes","31","0.02","2.04","","NOTA","5897","TRUE","","","5897","","","","","","FALSE","FALSE","","NORTH EAST DELHI","","","","","","","",""
"AE","Delhi","10","2","2015","2","0","4","11","PREM SHANKAR SHARMA","M","ABSPAR","382","GEN","195427","288420","BURARI","GEN","NORTH EAST DELHI","18","67.76","0.2","yes","132","0.07","2.04","AEDL100808","Local Party","435","TRUE","2","ABSPAR","435","BURARI","TRUE","TRUE","0","FALSE","FALSE","TRUE","51","NORTH EAST DELHI","","","","","","","",""
"AE","Delhi","10","2","2015","2","0","4","12","MADHU DIWAKAR","F","CPM","250","GEN","195427","288420","BURARI","GEN","NORTH EAST DELHI","18","67.76","0.13","yes","92","0.05","2.04","AEDL100115","National Party","14635","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","45","NORTH EAST DELHI","","","","Illiterate","Other","","",""
"AE","Delhi","10","2","2015","2","0","4","13","RANJAN KUMAR SINGH","M","BAJD","158","GEN","195427","288420","BURARI","GEN","NORTH EAST DELHI","18","67.76","0.08","yes","28","0.01","2.04","AEDL100116","Local Party","1640","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","29","NORTH EAST DELHI","","","","","","","",""
"AE","Delhi","10","2","2015","2","0","4","14","SUSHIL KUMAR MISHRA","M","ABHM","130","GEN","195427","288420","BURARI","GEN","NORTH EAST DELHI","18","67.76","0.07","yes","20","0.01","2.04","AEDL100117","State-based Party","268","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","41","NORTH EAST DELHI","","","","Graduate Professional","Liberal Profession or Professional","Lawyer","",""
"AE","Delhi","10","2","2015","2","0","4","15","GULAB SINGHAL","M","RAJP","110","GEN","195427","288420","BURARI","GEN","NORTH EAST DELHI","18","67.76","0.06","yes","1","0","2.04","AEDL100118","Local Party","6319","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","39","NORTH EAST DELHI","","","","10th Pass","Liberal Profession or Professional","Journalist or Editor","",""
"AE","Delhi","10","2","2015","2","0","4","16","RAJBIR SINGH","M","IND","109","SC","195427","288420","BURARI","GEN","NORTH EAST DELHI","18","67.76","0.06","yes","4","0","2.04","AEDL100119","Independents","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","34","NORTH EAST DELHI","","","","5th Pass","Labourer or Daily Wage","","",""
"AE","Delhi","10","2","2015","2","0","4","17","PRAVEN KUMAR","M","GAAP","105","GEN","195427","288420","BURARI","GEN","NORTH EAST DELHI","18","67.76","0.05","yes","9","0","2.04","AEDL100120","Local Party","3076","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","26","NORTH EAST DELHI","","","","","","","",""
"AE","Delhi","10","2","2015","2","0","4","18","PANKAJ KUMAR AGARAWAL","M","PPGP","96","GEN","195427","288420","BURARI","GEN","NORTH EAST DELHI","18","67.76","0.05","yes","11","0.01","2.04","AEDL100121","Local Party","6048","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","38","NORTH EAST DELHI","","","","","","","",""
"AE","Delhi","10","2","2015","2","0","4","19","KALPANA GUPTA","F","RPI(A)","85","GEN","195427","288420","BURARI","GEN","NORTH EAST DELHI","18","67.76","0.04","yes","0","0","2.04","AEDL102124","Local Party","12285","TRUE","2","RPI(A)","12285","NEW DELHI","FALSE","TRUE","0","FALSE","FALSE","FALSE","28","NORTH EAST DELHI","","","","8th Pass","Social Work","","",""
"AE","Delhi","10","3","2015","2","0","4","1","PANKAJ PUSHKAR","M","AAAP","64477","GEN","126297","188992","TIMARPUR","GEN","NORTH EAST DELHI","13","66.83","51.05","no","20647","16.35","2.56","AEDL100123","State-based Party","13","TRUE","1","","","","","","1","FALSE","FALSE","FALSE","42","NORTH EAST DELHI","","","","","","","",""
"AE","Delhi","10","3","2015","2","0","4","2","RAJNI ABBI","F","BJP","43830","GEN","126297","188992","TIMARPUR","GEN","NORTH EAST DELHI","13","66.83","34.7","no","29188","23.11","2.56","AEDL100814","National Party","1605","TRUE","2","BJP","1605","TIMARPUR","TRUE","TRUE","0","FALSE","FALSE","TRUE","52","NORTH EAST DELHI","","","","Doctorate","Education","College Professor or Lecturer","",""
"AE","Delhi","10","3","2015","2","0","4","3","SURINDER PAL SINGH","M","INC","14642","GEN","126297","188992","TIMARPUR","GEN","NORTH EAST DELHI","13","66.83","11.59","yes","14050","11.12","2.56","AEDL104054","National Party","3482","TRUE","5","INC","3482","TIMARPUR","TRUE","TRUE","2","FALSE","FALSE","TRUE","54","NORTH EAST DELHI","","","","12th Pass","Business","Rent","",""
"AE","Delhi","10","3","2015","2","0","4","4","MANOJ","M","BSP","592","GEN","126297","188992","TIMARPUR","GEN","NORTH EAST DELHI","13","66.83","0.47","yes","11","0.01","2.56","AEDL100126","State-based Party (Other State)","16651","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","37","NORTH EAST DELHI","","","","12th Pass","Small Business or Self-employed","Shop Keeper","",""
"AE","Delhi","10","3","2015","2","0","4","5","HARJINDER SINGH","M","IND","581","GEN","126297","188992","TIMARPUR","GEN","NORTH EAST DELHI","13","66.83","0.46","yes","26","0.02","2.56","AEDL100127","Independents","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","49","NORTH EAST DELHI","","","","12th Pass","Business","","",""
"AE","Delhi","10","3","2015","2","0","4","6","None of the Above","","NOTA","555","","126297","188992","TIMARPUR","GEN","NORTH EAST DELHI","13","66.83","0.44","yes","13","0.01","2.56","","NOTA","5897","TRUE","","","5897","","","","","","FALSE","FALSE","","NORTH EAST DELHI","","","","","","","",""
"AE","Delhi","10","3","2015","2","0","4","7","SANJEEV KUMAR RANA","M","CPI","542","GEN","126297","188992","TIMARPUR","GEN","NORTH EAST DELHI","13","66.83","0.43","yes","94","0.07","2.56","AEDL100781","State-based Party (Other State)","2444","TRUE","2","CPI","2444","NERELA","FALSE","TRUE","0","FALSE","FALSE","TRUE","46","NORTH EAST DELHI","","","","Others","Politics","Party Worker","Agriculture",""
"AE","Delhi","10","3","2015","2","0","4","8","CHAND MIYA","M","IND","448","GEN","126297","188992","TIMARPUR","GEN","NORTH EAST DELHI","13","66.83","0.35","yes","278","0.22","2.56","AEDL100818","Independents","10809","TRUE","2","IND","10809","TIMARPUR","TRUE","TRUE","0","FALSE","FALSE","TRUE","25","NORTH EAST DELHI","","","","Illiterate","Business","","",""
"AE","Delhi","10","3","2015","2","0","4","9","SAVITA CHAUDHARY","F","IND","170","SC","126297","188992","TIMARPUR","GEN","NORTH EAST DELHI","13","66.83","0.13","yes","41","0.03","2.56","AEDL100130","Independents","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","52","NORTH EAST DELHI","","","","8th Pass","Social Work","Activist","",""
"AE","Delhi","10","3","2015","2","0","4","10","GUNJAN KUMAR","M","IND","129","GEN","126297","188992","TIMARPUR","GEN","NORTH EAST DELHI","13","66.83","0.1","yes","10","0.01","2.56","AEDL100131","Independents","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","30","NORTH EAST DELHI","","","","Post Graduate","Student","","",""
"AE","Delhi","10","3","2015","2","0","4","11","SHESH NATH GOSWAMI","M","ABSPAR","119","GEN","126297","188992","TIMARPUR","GEN","NORTH EAST DELHI","13","66.83","0.09","yes","20","0.02","2.56","AEDL100132","Local Party","435","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","32","NORTH EAST DELHI","","","","","","","",""
"AE","Delhi","10","3","2015","2","0","4","12","RAMESH","M","REP","99","SC","126297","188992","TIMARPUR","GEN","NORTH EAST DELHI","13","66.83","0.08","yes","38","0.03","2.56","AEDL100133","Local Party","16402","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","34","NORTH EAST DELHI","","","","","","","",""
"AE","Delhi","10","3","2015","2","0","4","13","PARAS NATH YADAV","M","BJDI","61","GEN","126297","188992","TIMARPUR","GEN","NORTH EAST DELHI","13","66.83","0.05","yes","9","0.01","2.56","AEDL100134","Local Party","1940","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","46","NORTH EAST DELHI","","","","","","","",""
"AE","Delhi","10","3","2015","2","0","4","14","VIDYA","F","PSPART","52","SC","126297","188992","TIMARPUR","GEN","NORTH EAST DELHI","13","66.83","0.04","yes","0","0","2.56","AEDL100135","Local Party","6195","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","39","NORTH EAST DELHI","","","","","","","",""
"AE","Delhi","10","4","2015","2","0","4","1","PAWAN KUMAR SHARMA","M","AAAP","54026","GEN","105183","157749","ADARSH NAGAR","GEN","CHANDNI CHOWK","10","66.68","51.36","no","20741","19.72","2.63","AEDL100136","State-based Party","13","TRUE","1","","","","","","1","FALSE","FALSE","FALSE","44","CHANDNI CHOWK","","","","","","","",""
"AE","Delhi","10","4","2015","2","0","4","2","RAM KISHAN SINGHAL","M","BJP","33285","GEN","105183","157749","ADARSH NAGAR","GEN","CHANDNI CHOWK","10","66.68","31.64","no","17944","17.06","2.63","AEDL100825","National Party","1605","TRUE","2","BJP","1605","ADARSH NAGAR","TRUE","TRUE","1","FALSE","TRUE","TRUE","63","CHANDNI CHOWK","","","","Graduate","Business","","",""
"AE","Delhi","10","4","2015","2","0","4","3","MUKESH KUMAR GOEL","M","INC","15341","GEN","105183","157749","ADARSH NAGAR","GEN","CHANDNI CHOWK","10","66.68","14.59","yes","14647","13.93","2.63","AEDL100138","National Party","3482","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","54","CHANDNI CHOWK","","","","Graduate","Business","Agricultural Business","",""
"AE","Delhi","10","4","2015","2","0","4","4","VIJAY KUMAR AGGARWAL","M","IND","694","GEN","105183","157749","ADARSH NAGAR","GEN","CHANDNI CHOWK","10","66.68","0.66","yes","15","0.01","2.63","AEDL100139","Independents","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","53","CHANDNI CHOWK","","","","Graduate Professional","Liberal Profession or Professional","Lawyer","",""
"AE","Delhi","10","4","2015","2","0","4","5","RAMNIWAS","M","BSP","679","SC","105183","157749","ADARSH NAGAR","GEN","CHANDNI CHOWK","10","66.68","0.65","yes","220","0.21","2.63","AEDL100140","State-based Party (Other State)","16651","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","40","CHANDNI CHOWK","","","","Graduate","Education","Home Teacher or Tuition","",""
"AE","Delhi","10","4","2015","2","0","4","6","None of the Above","","NOTA","459","","105183","157749","ADARSH NAGAR","GEN","CHANDNI CHOWK","10","66.68","0.44","yes","196","0.19","2.63","","NOTA","5897","TRUE","","","5897","","","","","","FALSE","FALSE","","CHANDNI CHOWK","","","","","","","",""
"AE","Delhi","10","4","2015","2","0","4","7","LAL SINGH","M","IND","263","GEN","105183","157749","ADARSH NAGAR","GEN","CHANDNI CHOWK","10","66.68","0.25","yes","69","0.07","2.63","AEDL101645","Independents","10809","TRUE","2","IND","10809","ADARSH NAGAR","TRUE","TRUE","0","FALSE","FALSE","FALSE","44","CHANDNI CHOWK","","","","8th Pass","Other","","",""
"AE","Delhi","10","4","2015","2","0","4","8","SUNIL","M","IND","194","GEN","105183","157749","ADARSH NAGAR","GEN","CHANDNI CHOWK","10","66.68","0.18","yes","86","0.08","2.63","AEDL100142","Independents","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","34","CHANDNI CHOWK","","","","Graduate","Social Work","","",""
"AE","Delhi","10","4","2015","2","0","4","9","NARESH KUMAR CHOUBEY","M","BJKD","108","GEN","105183","157749","ADARSH NAGAR","GEN","CHANDNI CHOWK","10","66.68","0.1","yes","35","0.03","2.63","AEDL100143","Local Party","9086","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","48","CHANDNI CHOWK","","","","","","","",""
"AE","Delhi","10","4","2015","2","0","4","10","SUMAN","F","RPI(A)","73","GEN","105183","157749","ADARSH NAGAR","GEN","CHANDNI CHOWK","10","66.68","0.07","yes","12","0.01","2.63","AEDL100144","Local Party","12285","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","40","CHANDNI CHOWK","","","","Illiterate","Social Work","","",""
"AE","Delhi","10","4","2015","2","0","4","11","KRISHNA KUMAR SINGH","M","BJDI","61","GEN","105183","157749","ADARSH NAGAR","GEN","CHANDNI CHOWK","10","66.68","0.06","yes","0","0","2.63","AEDL100145","Local Party","1940","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","41","CHANDNI CHOWK","","","","","","","",""
"AE","Delhi","10","5","2015","2","0","4","1","AJESH YADAV","M","AAAP","72795","GEN","142350","223268","BADLI","GEN","NORTH WEST DELHI","10","63.76","51.14","no","35376","24.85","2.7","AEDL101652","State-based Party","13","TRUE","2","BSP","16651","BADLI","TRUE","FALSE","1","TRUE","FALSE","FALSE","47","NORTH WEST DELHI","","","","","","","",""
"AE","Delhi","10","5","2015","2","0","4","2","DEVENDER YADAV","M","INC","37419","GEN","142350","223268","BADLI","GEN","NORTH WEST DELHI","10","63.76","26.29","no","9181","6.45","2.7","AEDL101651","National Party","3482","TRUE","3","INC","3482","BADLI","TRUE","TRUE","2","FALSE","TRUE","TRUE","43","NORTH WEST DELHI","","","","12th Pass","Business","","",""
"AE","Delhi","10","5","2015","2","0","4","3","RAJESH YADAV","M","BJP","28238","GEN","142350","223268","BADLI","GEN","NORTH WEST DELHI","10","63.76","19.84","no","27291","19.17","2.7","AEDL101653","National Party","1605","TRUE","2","BJP","1605","BADLI","TRUE","TRUE","0","FALSE","FALSE","FALSE","41","NORTH WEST DELHI","","","","Graduate","Business","Real Estate or Builder or Developer or Construction, Industrialist","",""
"AE","Delhi","10","5","2015","2","0","4","4","RAKESH KUMAR","M","SUCI","947","GEN","142350","223268","BADLI","GEN","NORTH WEST DELHI","10","63.76","0.67","yes","218","0.15","2.7","AEDL100149","State-based Party (Other State)","8082","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","40","NORTH WEST DELHI","","","","8th Pass","Business","Real Estate or Builder or Developer or Construction","",""
"AE","Delhi","10","5","2015","2","0","4","5","ANAND PRAKASH RANA","M","IND","729","GEN","142350","223268","BADLI","GEN","NORTH WEST DELHI","10","63.76","0.51","yes","16","0.01","2.7","AEDL100150","Independents","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","35","NORTH WEST DELHI","","","","10th Pass","Other","","",""
"AE","Delhi","10","5","2015","2","0","4","6","None of the Above","","NOTA","713","","142350","223268","BADLI","GEN","NORTH WEST DELHI","10","63.76","0.5","yes","28","0.02","2.7","","NOTA","5897","TRUE","","","5897","","","","","","FALSE","FALSE","","NORTH WEST DELHI","","","","","","","",""
"AE","Delhi","10","5","2015","2","0","4","7","DR. MD. JAWED HABIB","M","BSP","685","GEN","142350","223268","BADLI","GEN","NORTH WEST DELHI","10","63.76","0.48","yes","392","0.28","2.7","AEDL100151","State-based Party (Other State)","16651","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","40","NORTH WEST DELHI","","","","Graduate Professional","Liberal Profession or Professional","Doctor","",""
"AE","Delhi","10","5","2015","2","0","4","8","JAI PAL","M","IND","293","GEN","142350","223268","BADLI","GEN","NORTH WEST DELHI","10","63.76","0.21","yes","91","0.06","2.7","AEDL100152","Independents","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","40","NORTH WEST DELHI","","","","10th Pass","Other","","",""
"AE","Delhi","10","5","2015","2","0","4","9","HARI OM","M","IND","202","GEN","142350","223268","BADLI","GEN","NORTH WEST DELHI","10","63.76","0.14","yes","33","0.02","2.7","AEDL100153","Independents","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","44","NORTH WEST DELHI","","","","12th Pass","Small Business or Self-employed","Self-employed","",""
"AE","Delhi","10","5","2015","2","0","4","10","ANIL SHARMA","M","NCP","169","GEN","142350","223268","BADLI","GEN","NORTH WEST DELHI","10","63.76","0.12","yes","9","0.01","2.7","AEDL100154","State-based Party (Other State)","5792","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","48","NORTH WEST DELHI","","","","8th Pass","Unemployed","","",""
"AE","Delhi","10","5","2015","2","0","4","11","DEVENDER YADAV","M","IND","160","GEN","142350","223268","BADLI","GEN","NORTH WEST DELHI","10","63.76","0.11","yes","0","0","2.7","AEDL101661","Independents","10809","TRUE","2","IND","10809","BADLI","TRUE","TRUE","0","FALSE","FALSE","FALSE","45","NORTH WEST DELHI","","","","8th Pass","Small Business or Self-employed","Self-employed","",""
"AE","Delhi","10","6","2015","2","0","4","1","MOHINDER GOYAL","M","AAAP","93470","GEN","165066","248480","RITHALA","GEN","NORTH WEST DELHI","9","66.43","56.63","no","29251","17.72","2.13","AEDL100156","State-based Party","13","TRUE","1","","","","","","1","FALSE","FALSE","FALSE","51","NORTH WEST DELHI","","","","","","","",""
"AE","Delhi","10","6","2015","2","0","4","2","KULWANT RANA","M","BJP","64219","GEN","165066","248480","RITHALA","GEN","NORTH WEST DELHI","9","66.43","38.91","no","58852","35.65","2.13","AEDL103513","National Party","1605","TRUE","5","BJP","1605","RITHALA","TRUE","TRUE","3","FALSE","TRUE","TRUE","44","NORTH WEST DELHI","","","","Graduate","Politics","Ex MLA","Social Work",""
"AE","Delhi","10","6","2015","2","0","4","3","JAGDISH YADAV","M","INC","5367","GEN","165066","248480","RITHALA","GEN","NORTH WEST DELHI","9","66.43","3.25","yes","4662","2.82","2.13","AEDL100158","National Party","3482","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","58","NORTH WEST DELHI","","","","Graduate","Retired or Pension","Retired or Pension","",""
"AE","Delhi","10","6","2015","2","0","4","4","None of the Above","","NOTA","705","","165066","248480","RITHALA","GEN","NORTH WEST DELHI","9","66.43","0.43","yes","163","0.1","2.13","","NOTA","5897","TRUE","","","5897","","","","","","FALSE","FALSE","","NORTH WEST DELHI","","","","","","","",""
"AE","Delhi","10","6","2015","2","0","4","5","PAWAN KAUSHIK","M","BSP","542","GEN","165066","248480","RITHALA","GEN","NORTH WEST DELHI","9","66.43","0.33","yes","276","0.17","2.13","AEDL100159","State-based Party (Other State)","16651","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","44","NORTH WEST DELHI","","","","12th Pass","Business","","",""
"AE","Delhi","10","6","2015","2","0","4","6","ANURAG MISHRA","M","RBHP","266","GEN","165066","248480","RITHALA","GEN","NORTH WEST DELHI","9","66.43","0.16","yes","110","0.07","2.13","AEDL100160","Local Party","6440","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","25","NORTH WEST DELHI","","","","12th Pass","Student","","",""
"AE","Delhi","10","6","2015","2","0","4","7","SUMEET KUMAR SINHA","M","SASAPT","156","GEN","165066","248480","RITHALA","GEN","NORTH WEST DELHI","9","66.43","0.09","yes","29","0.02","2.13","AEDL100161","Local Party","7603","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","38","NORTH WEST DELHI","","","","Post Graduate","Small Business or Self-employed","Self-employed","",""
"AE","Delhi","10","6","2015","2","0","4","8","SUNJEET","M","DJP","127","GEN","165066","248480","RITHALA","GEN","NORTH WEST DELHI","9","66.43","0.08","yes","1","0","2.13","AEDL100162","Local Party","2900","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","40","NORTH WEST DELHI","","","","5th Pass","Small Business or Self-employed","Self-employed","",""
"AE","Delhi","10","6","2015","2","0","4","9","VIRENDER JHA","M","PBI","126","GEN","165066","248480","RITHALA","GEN","NORTH WEST DELHI","9","66.43","0.08","yes","38","0.02","2.13","AEDL101124","Local Party","6211","TRUE","2","PBI","6211","JANAKPURI","FALSE","TRUE","0","FALSE","FALSE","TRUE","52","NORTH WEST DELHI","","","","8th Pass","Small Business or Self-employed","Self-employed","",""
"AE","Delhi","10","6","2015","2","0","4","10","JITENDER SINGH","M","ASSP","88","SC","165066","248480","RITHALA","GEN","NORTH WEST DELHI","9","66.43","0.05","yes","0","0","2.13","AEDL100900","Local Party","972","TRUE","2","AA S P","972","KIRARI","FALSE","TRUE","0","FALSE","FALSE","TRUE","26","NORTH WEST DELHI","","","","8th Pass","Labourer or Daily Wage","Unspecified","",""
"AE","Delhi","10","7","2015","2","0","4","1","VED PARKASH","M","AAAP","108928","SC","187344","303108","BAWANA","SC","NORTH WEST DELHI","6","61.81","58.14","no","50557","26.99","2.22","AEDL100165","State-based Party","13","TRUE","1","","","","","","1","FALSE","FALSE","FALSE","41","NORTH WEST DELHI","","","","","","","",""
